Month,#Passengers
2027-07-31,2687.6294389685486
2027-08-31,2589.542975725352
2027-09-30,2540.0999192065287
2027-10-31,2473.628403617729
2027-11-30,2526.228821904259
2027-12-31,2537.8833045604542
2028-01-31,2513.563944245943
2028-02-29,2551.005167308249
2028-03-31,2586.4097615161436
2028-04-30,2594.9674935198886
2028-05-31,2654.0207928036048
2028-06-30,2734.204491430213
2028-07-31,2718.768326144346
2028-08-31,2620.681862901149
2028-09-30,2571.238806382325
2028-10-31,2504.7672907935253
2028-11-30,2557.367709080056
2028-12-31,2569.0221917362514
2029-01-31,2544.702831421739
2029-02-28,2582.1440544840452
2029-03-31,2617.54864869194
2029-04-30,2626.106380695686
2029-05-31,2685.159679979402
2029-06-30,2765.343378606009
2029-07-31,2749.907213320142
2029-08-31,2651.8207500769454
2029-09-30,2602.3776935581222
2029-10-31,2535.9061779693225
2029-11-30,2588.5065962558524
2029-12-31,2600.1610789120477
2030-01-31,2575.8417185975363
2030-02-28,2613.2829416598424
2030-03-31,2648.687535867737
2030-04-30,2657.245267871482
2030-05-31,2716.2985671551983
2030-06-30,2796.4822657818063
2030-07-31,2781.0461004959393
2030-08-31,2682.9596372527426
2030-09-30,2633.5165807339185
2030-10-31,2567.0450651451188
2030-11-30,2619.6454834316496
2030-12-31,2631.299966087845
2031-01-31,2606.9806057733335
2031-02-28,2644.4218288356387
2031-03-31,2679.8264230435334
2031-04-30,2688.3841550472794
2031-05-31,2747.4374543309955
2031-06-30,2827.6211529576026
2031-07-31,2812.1849876717356
2031-08-31,2714.098524428539
2031-09-30,2664.6554679097158
2031-10-31,2598.183952320916
2031-11-30,2650.784370607446
2031-12-31,2662.4388532636412
2032-01-31,2638.11949294913
2032-02-29,2675.560716011436
2032-03-31,2710.9653102193306
2032-04-30,2719.5230422230757
2032-05-31,2778.576341506792
2032-06-30,2858.7600401334
2032-07-31,2843.323874847533
2032-08-31,2745.237411604336
2032-09-30,2695.794355085512
2032-10-31,2629.3228394967123
2032-11-30,2681.923257783243
2032-12-31,2693.5777404394385
2033-01-31,2669.258380124927
2033-02-28,2706.6996031872322
2033-03-31,2742.104197395127
2033-04-30,2750.661929398873
2033-05-31,2809.715228682589
2033-06-30,2889.898927309197
2033-07-31,2874.462762023329
2033-08-31,2776.3762987801324
2033-09-30,2726.9332422613093
2033-10-31,2660.4617266725095
2033-11-30,2713.0621449590394
2033-12-31,2724.7166276152348
2034-01-31,2700.3972673007233
2034-02-28,2737.8384903630295
2034-03-31,2773.243084570924
2034-04-30,2781.800816574669
2034-05-31,2840.8541158583853
2034-06-30,2921.0378144849933
2034-07-31,2905.6016491991263
2034-08-31,2807.5151859559296
2034-09-30,2758.0721294371056
2034-10-31,2691.600613848306
2034-11-30,2744.2010321348366
2034-12-31,2755.855514791032
2035-01-31,2731.5361544765206
2035-02-28,2768.9773775388257
2035-03-31,2804.3819717467204
2035-04-30,2812.9397037504664
2035-05-31,2871.9930030341825
2035-06-30,2952.1767016607905
2035-07-31,2936.7405363749226
2035-08-31,2838.654073131726
2035-09-30,2789.2110166129028
2035-10-31,2722.739501024103
2035-11-30,2775.339919310633
2035-12-31,2786.9944019668283
2036-01-31,2762.675041652317
2036-02-29,2800.116264714623
2036-03-31,2835.5208589225176
2036-04-30,2844.0785909262627
2036-05-31,2903.131890209979
2036-06-30,2983.315588836587
2036-07-31,2967.87942355072
2036-08-31,2869.792960307523
2036-09-30,2820.349903788699
2036-10-31,2753.8783881998993
2036-11-30,2806.47880648643
2036-12-31,2818.1332891426255
2037-01-31,2793.813928828114
2037-02-28,2831.2551518904193
2037-03-31,2866.659746098314
2037-04-30,2875.21747810206
2037-05-31,2934.270777385776
2037-06-30,3014.454476012384
2037-07-31,2999.018310726516
2037-08-31,2900.9318474833194
2037-09-30,2851.4887909644963
2037-10-31,2785.0172753756965
2037-11-30,2837.6176936622273
2037-12-31,2849.2721763184218
2038-01-31,2824.9528160039104
2038-02-28,2862.3940390662165
2038-03-31,2897.798633274111
2038-04-30,2906.356365277856
2038-05-31,2965.4096645615723
2038-06-30,3045.5933631881803
2038-07-31,3030.1571979023133
2038-08-31,2932.0707346591166
2038-09-30,2882.6276781402926
2038-10-31,2816.156162551493
2038-11-30,2868.7565808380236
2038-12-31,2880.411063494219
2039-01-31,2856.0917031797076
2039-02-28,2893.5329262420128
2039-03-31,2928.9375204499074
2039-04-30,2937.4952524536534
2039-05-31,2996.5485517373695
2039-06-30,3076.7322503639775
2039-07-31,3061.2960850781096
2039-08-31,2963.209621834913
2039-09-30,2913.76656531609
2039-10-31,2847.29504972729
2039-11-30,2899.895468013821
2039-12-31,2911.5499506700153
2040-01-31,2887.230590355504
2040-02-29,2924.67181341781
2040-03-31,2960.0764076257046
2040-04-30,2968.6341396294497
2040-05-31,3027.687438913166
2040-06-30,3107.871137539774
2040-07-31,3092.434972253907
2040-08-31,2994.34850901071
2040-09-30,2944.905452491886
2040-10-31,2878.4339369030863
2040-11-30,2931.034355189617
2040-12-31,2942.6888378458125
2041-01-31,2918.369477531301
2041-02-28,2955.8107005936063
2041-03-31,2991.215294801501
2041-04-30,2999.773026805247
2041-05-31,3058.826326088963
2041-06-30,3139.010024715571
2041-07-31,3123.573859429703
2041-08-31,3025.4873961865064
2041-09-30,2976.0443396676833
2041-10-31,2909.5728240788835
2041-11-30,2962.1732423654144
2041-12-31,2973.827725021609
2042-01-31,2949.5083647070974
2042-02-28,2986.9495877694035
2042-03-31,3022.354181977298
2042-04-30,3030.911913981044
2042-05-31,3089.9652132647593
2042-06-30,3170.1489118913673
2042-07-31,3154.7127466055003
2042-08-31,3056.6262833623036
2042-09-30,3007.1832268434796
2042-10-31,2940.71171125468
2042-11-30,2993.3121295412107
2042-12-31,3004.966612197406
2043-01-31,2980.6472518828946
2043-02-28,3018.0884749452
2043-03-31,3053.4930691530944
2043-04-30,3062.0508011568404
2043-05-31,3121.1041004405565
2043-06-30,3201.2877990671645
2043-07-31,3185.8516337812966
2043-08-31,3087.7651705381
2043-09-30,3038.322114019277
2043-10-31,2971.850598430477
2043-11-30,3024.451016717008
2043-12-31,3036.1054993732023
2044-01-31,3011.786139058691
2044-02-29,3049.227362120997
2044-03-31,3084.6319563288916
2044-04-30,3093.1896883326376
2044-05-31,3152.242987616353
2044-06-30,3232.426686242961
2044-07-31,3216.990520957094
2044-08-31,3118.904057713897
2044-09-30,3069.461001195073
2044-10-31,3002.9894856062733
2044-11-30,3055.589903892804
2044-12-31,3067.2443865489995
2045-01-31,3042.925026234488
2045-02-28,3080.3662492967933
2045-03-31,3115.770843504688
2045-04-30,3124.328575508434
2045-05-31,3183.38187479215
2045-06-30,3263.565573418758
2045-07-31,3248.12940813289
2045-08-31,3150.0429448896934
2045-09-30,3100.5998883708703
2045-10-31,3034.1283727820705
2045-11-30,3086.7287910686014
2045-12-31,3098.383273724796
2046-01-31,3074.0639134102844
2046-02-28,3111.5051364725905
2046-03-31,3146.909730680485
2046-04-30,3155.467462684231
2046-05-31,3214.5207619679463
2046-06-30,3294.7044605945543
2046-07-31,3279.2682953086874
2046-08-31,3181.1818320654907
2046-09-30,3131.7387755466675
2046-10-31,3065.267259957867
2046-11-30,3117.8676782443977
2046-12-31,3129.522160900593
2047-01-31,3105.2028005860816
2047-02-28,3142.644023648387
2047-03-31,3178.0486178562815
2047-04-30,3186.6063498600274
2047-05-31,3245.6596491437435
2047-06-30,3325.8433477703516
2047-07-31,3310.4071824844837
2047-08-31,3212.320719241287
2047-09-30,3162.877662722464
2047-10-31,3096.406147133664
2047-11-30,3149.006565420195
2047-12-31,3160.6610480763893
2048-01-31,3136.341687761878
2048-02-29,3173.782910824184
2048-03-31,3209.1875050320787
2048-04-30,3217.7452370358246
2048-05-31,3276.79853631954
2048-06-30,3356.982234946148
2048-07-31,3341.546069660281
2048-08-31,3243.459606417084
2048-09-30,3194.016549898261
2048-10-31,3127.5450343094603
2048-11-30,3180.145452595991
2048-12-31,3191.7999352521865
2049-01-31,3167.480574937675
2049-02-28,3204.9217979999803
2049-03-31,3240.326392207875
2049-04-30,3248.884124211621
2049-05-31,3307.937423495337
2049-06-30,3388.121122121945
2049-07-31,3372.684956836077
2049-08-31,3274.5984935928805
2049-09-30,3225.1554370740573
2049-10-31,3158.6839214852575
2049-11-30,3211.2843397717884
2049-12-31,3222.938822427983
2050-01-31,3198.6194621134714
2050-02-28,3236.0606851757775
2050-03-31,3271.465279383672
2050-04-30,3280.023011387418
2050-05-31,3339.0763106711333
2050-06-30,3419.2600092977414
2050-07-31,3403.8238440118744
2050-08-31,3305.7373807686777
2050-09-30,3256.2943242498545
2050-10-31,3189.822808661054
2050-11-30,3242.4232269475847
2050-12-31,3254.07770960378
2051-01-31,3229.7583492892686
2051-02-28,3267.1995723515747
2051-03-31,3302.6041665594685
2051-04-30,3311.1618985632144
2051-05-31,3370.2151978469306
2051-06-30,3450.3988964735386
2051-07-31,3434.9627311876707
2051-08-31,3336.876267944474
2051-09-30,3287.433211425651
2051-10-31,3220.961695836851
2051-11-30,3273.562114123382
2051-12-31,3285.2165967795763
2052-01-31,3260.897236465065
2052-02-29,3298.338459527371
2052-03-31,3333.7430537352657
2052-04-30,3342.3007857390116
2052-05-31,3401.354085022727
2052-06-30,3481.537783649335
2052-07-31,3466.101618363468
2052-08-31,3368.015155120271
2052-09-30,3318.572098601448
2052-10-31,3252.1005830126473
2052-11-30,3304.701001299178
2052-12-31,3316.3554839553735
2053-01-31,3292.036123640862
2053-02-28,3329.477346703168
2053-03-31,3364.881940911062
2053-04-30,3373.439672914808
2053-05-31,3432.492972198524
2053-06-30,3512.676670825132
2053-07-31,3497.240505539264
2053-08-31,3399.1540422960675
2053-09-30,3349.7109857772443
2053-10-31,3283.2394701884446
2053-11-30,3335.8398884749754
2053-12-31,3347.49437113117
2054-01-31,3323.1750108166584
2054-02-28,3360.6162338789645
2054-03-31,3396.020828086859
2054-04-30,3404.578560090605
2054-05-31,3463.6318593743204
2054-06-30,3543.8155580009284
2054-07-31,3528.3793927150614
2054-08-31,3430.2929294718647
2054-09-30,3380.8498729530415
2054-10-31,3314.378357364241
2054-11-30,3366.9787756507717
2054-12-31,3378.633258306967
2055-01-31,3354.3138979924556
2055-02-28,3391.7551210547617
2055-03-31,3427.1597152626555
2055-04-30,3435.7174472664015
2055-05-31,3494.7707465501176
2055-06-30,3574.9544451767256
2055-07-31,3559.5182798908586
2055-08-31,3461.431816647661
2055-09-30,3411.988760128838
2055-10-31,3345.517244540038
2055-11-30,3398.117662826569
2055-12-31,3409.7721454827633
2056-01-31,3385.452785168252
2056-02-29,3422.894008230558
2056-03-31,3458.2986024384527
2056-04-30,3466.8563344421987
2056-05-31,3525.909633725914
2056-06-30,3606.093332352522
2056-07-31,3590.657167066655
2056-08-31,3492.570703823458
2056-09-30,3443.127647304635
2056-10-31,3376.6561317158344
2056-11-30,3429.256550002365
2056-12-31,3440.9110326585605
2057-01-31,3416.591672344049
2057-02-28,3454.0328954063552
2057-03-31,3489.437489614249
2057-04-30,3497.995221617995
2057-05-31,3557.048520901711
2057-06-30,3637.232219528319
2057-07-31,3621.796054242452
2057-08-31,3523.7095909992545
2057-09-30,3474.2665344804313
2057-10-31,3407.7950188916316
2057-11-30,3460.3954371781624
2057-12-31,3472.049919834357
2058-01-31,3447.7305595198454
2058-02-28,3485.1717825821515
2058-03-31,3520.576376790046
2058-04-30,3529.134108793792
2058-05-31,3588.1874080775074
2058-06-30,3668.3711067041154
2058-07-31,3652.9349414182484
2058-08-31,3554.8484781750517
2058-09-30,3505.4054216562286
2058-10-31,3438.933906067428
2058-11-30,3491.5343243539587
2058-12-31,3503.188807010154
2059-01-31,3478.8694466956426
2059-02-28,3516.3106697579487
2059-03-31,3551.7152639658425
2059-04-30,3560.2729959695885
2059-05-31,3619.3262952533046
2059-06-30,3699.5099938799126
2059-07-31,3684.0738285940456
2059-08-31,3585.987365350848
2059-09-30,3536.544308832025
2059-10-31,3470.072793243225
2059-11-30,3522.673211529756
2059-12-31,3534.3276941859513
2060-01-31,3510.008333871439
2060-02-29,3547.449556933745
2060-03-31,3582.8541511416397
2060-04-30,3591.4118831453857
2060-05-31,3650.465182429101
2060-06-30,3730.648881055709
2060-07-31,3715.212715769842
2060-08-31,3617.126252526645
2060-09-30,3567.683196007822
2060-10-31,3501.2116804190214
2060-11-30,3553.812098705552
2060-12-31,3565.4665813617476
2061-01-31,3541.147221047236
2061-02-28,3578.5884441095423
2061-03-31,3613.993038317436
2061-04-30,3622.550770321182
2061-05-31,3681.604069604898
2061-06-30,3761.787768231506
2061-07-31,3746.351602945639
2061-08-31,3648.2651397024415
2061-09-30,3598.8220831836184
2061-10-31,3532.3505675948186
2061-11-30,3584.9509858813494
2061-12-31,3596.6054685375448
2062-01-31,3572.2861082230324
2062-02-28,3609.7273312853386
2062-03-31,3645.131925493233
2062-04-30,3653.689657496979
2062-05-31,3712.7429567806944
2062-06-30,3792.9266554073024
2062-07-31,3777.4904901214354
2062-08-31,3679.4040268782387
2062-09-30,3629.9609703594156
2062-10-31,3563.489454770615
2062-11-30,3616.0898730571457
2062-12-31,3627.744355713341
2063-01-31,3603.4249953988297
2063-02-28,3640.8662184611358
2063-03-31,3676.2708126690295
2063-04-30,3684.8285446727755
2063-05-31,3743.8818439564916
2063-06-30,3824.0655425830996
2063-07-31,3808.6293772972326
2063-08-31,3710.542914054035
2063-09-30,3661.099857535212
2063-10-31,3594.628341946412
2063-11-30,3647.228760232943
2063-12-31,3658.8832428891383
2064-01-31,3634.563882574626
2064-02-29,3672.005105636932
2064-03-31,3707.4096998448267
2064-04-30,3715.9674318485727
2064-05-31,3775.020731132289
2064-06-30,3855.204429758896
2064-07-31,3839.768264473029
2064-08-31,3741.681801229832
2064-09-30,3692.238744711009
2064-10-31,3625.7672291222084
2064-11-30,3678.3676474087392
2064-12-31,3690.0221300649346
2065-01-31,3665.702769750423
2065-02-28,3703.1439928127293
2065-03-31,3738.548587020623
2065-04-30,3747.106319024369
2065-05-31,3806.159618308085
2065-06-30,3886.343316934693
2065-07-31,3870.907151648826
2065-08-31,3772.8206884056285
2065-09-30,3723.3776318868054
2065-10-31,3656.9061162980056
2065-11-30,3709.5065345845364
2065-12-31,3721.161017240732
2066-01-31,3696.8416569262195
2066-02-28,3734.2828799885256
2066-03-31,3769.68747419642
2066-04-30,3778.245206200166
2066-05-31,3837.2985054838823
2066-06-30,3917.4822041104894
2066-07-31,3902.0460388246224
2066-08-31,3803.9595755814257
2066-09-30,3754.5165190626026
2066-10-31,3688.045003473802
2066-11-30,3740.6454217603327
2066-12-31,3752.299904416528
2067-01-31,3727.9805441020167
2067-02-28,3765.421767164323
2067-03-31,3800.8263613722165
2067-04-30,3809.3840933759625
2067-05-31,3868.4373926596786
2067-06-30,3948.6210912862866
2067-07-31,3933.1849260004196
2067-08-31,3835.098462757222
2067-09-30,3785.655406238399
2067-10-31,3719.183890649599
2067-11-30,3771.78430893613
2067-12-31,3783.4387915923253
2068-01-31,3759.119431277813
2068-02-29,3796.560654340119
2068-03-31,3831.9652485480137
2068-04-30,3840.5229805517597
2068-05-31,3899.576279835476
2068-06-30,3979.759978462083
2068-07-31,3964.323813176216
2068-08-31,3866.2373499330192
2068-09-30,3816.794293414196
2068-10-31,3750.3227778253963
2068-11-30,3802.9231961119262
2068-12-31,3814.5776787681216
2069-01-31,3790.25831845361
2069-02-28,3827.6995415159163
2069-03-31,3863.10413572381
2069-04-30,3871.661867727556
2069-05-31,3930.715167011272
2069-06-30,4010.89886563788
2069-07-31,3995.462700352013
2069-08-31,3897.3762371088155
2069-09-30,3847.9331805899924
2069-10-31,3781.4616650011926
2069-11-30,3834.0620832877235
2069-12-31,3845.716565943919
2070-01-31,3821.3972056294065
2070-02-28,3858.8384286917126
2070-03-31,3894.2430228996072
2070-04-30,3902.800754903353
2070-05-31,3961.8540541870693
2070-06-30,4042.0377528136764
2070-07-31,4026.6015875278094
2070-08-31,3928.5151242846127
2070-09-30,3879.0720677657896
2070-10-31,3812.60055217699
2070-11-30,3865.2009704635198
2070-12-31,3876.855453119715
2071-01-31,3852.5360928052037
2071-02-28,3889.97731586751
2071-03-31,3925.3819100754035
2071-04-30,3933.9396420791495
2071-05-31,3992.9929413628656
2071-06-30,4073.1766399894736
2071-07-31,4057.7404747036067
2071-08-31,3959.654011460409
2071-09-30,3910.210954941586
2071-10-31,3843.739439352786
2071-11-30,3896.339857639317
2071-12-31,3907.9943402955123
2072-01-31,3883.674979981
2072-02-29,3921.116203043306
2072-03-31,3956.5207972512007
2072-04-30,3965.0785292549467
2072-05-31,4024.131828538663
2072-06-30,4104.3155271652695
2072-07-31,4088.879361879403
2072-08-31,3990.7928986362062
2072-09-30,3941.349842117383
2072-10-31,3874.8783265285833
2072-11-30,3927.4787448151133
2072-12-31,3939.1332274713086
2073-01-31,3914.813867156797
2073-02-28,3952.2550902191033
2073-03-31,3987.659684426998
2073-04-30,3996.217416430743
2073-05-31,4055.270715714459
2073-06-30,4135.454414341067
2073-07-31,4120.0182490552
2073-08-31,4021.9317858120025
2073-09-30,3972.4887292931794
2073-10-31,3906.0172137043796
2073-11-30,3958.6176319909105
2073-12-31,3970.272114647106
2074-01-31,3945.9527543325935
2074-02-28,3983.3939773948996
2074-03-31,4018.7985716027943
2074-04-30,4027.35630360654
2074-05-31,4086.4096028902563
2074-06-30,4166.593301516863
2074-07-31,4151.157136230996
2074-08-31,4053.0706729877998
2074-09-30,4003.6276164689766
2074-10-31,3937.156100880177
2074-11-30,3989.7565191667068
2074-12-31,4001.411001822902
2075-01-31,3977.0916415083907
2075-02-28,4014.532864570697
2075-03-31,4049.9374587785915
2075-04-30,4058.4951907823365
2075-05-31,4117.548490066052
2075-06-30,4197.73218869266
2075-07-31,4182.296023406793
2075-08-31,4084.209560163596
2075-09-30,4034.766503644773
2075-10-31,3968.294988055973
2075-11-30,4020.895406342504
2075-12-31,4032.5498889986993
2076-01-31,4008.230528684187
2076-02-29,4045.671751746493
2076-03-31,4081.0763459543878
2076-04-30,4089.6340779581337
2076-05-31,4148.687377241849
2076-06-30,4228.8710758684565
2076-07-31,4213.4349105825895
2076-08-31,4115.348447339394
2076-09-30,4065.90539082057
2076-10-31,3999.4338752317703
2076-11-30,4052.0342935183003
2076-12-31,4063.6887761744956
2077-01-31,4039.369415859984
2077-02-28,4076.8106389222903
2077-03-31,4112.215233130185
2077-04-30,4120.7729651339305
2077-05-31,4179.826264417646
2077-06-30,4260.009963044254
2077-07-31,4244.573797758387
2077-08-31,4146.487334515191
2077-09-30,4097.044277996367
2077-10-31,4030.5727624075666
2077-11-30,4083.1731806940975
2077-12-31,4094.827663350293
2078-01-31,4070.5083030357805
2078-02-28,4107.949526098087
2078-03-31,4143.354120305981
2078-04-30,4151.911852309728
2078-05-31,4210.965151593443
2078-06-30,4291.14885022005
2078-07-31,4275.712684934183
2078-08-31,4177.626221690987
2078-09-30,4128.183165172164
2078-10-31,4061.711649583364
2078-11-30,4114.312067869894
2078-12-31,4125.966550526089
2079-01-31,4101.647190211578
2079-02-28,4139.088413273884
2079-03-31,4174.4930074817785
2079-04-30,4183.050739485524
2079-05-31,4242.104038769239
2079-06-30,4322.287737395847
2079-07-31,4306.85157210998
2079-08-31,4208.765108866784
2079-09-30,4159.32205234796
2079-10-31,4092.85053675916
2079-11-30,4145.450955045691
2079-12-31,4157.105437701886
2080-01-31,4132.7860773873745
2080-02-29,4170.22730044968
2080-03-31,4205.631894657575
2080-04-30,4214.189626661321
2080-05-31,4273.242925945036
2080-06-30,4353.4266245716435
2080-07-31,4337.9904592857765
2080-08-31,4239.903996042581
2080-09-30,4190.460939523758
2080-10-31,4123.989423934958
2080-11-30,4176.589842221488
2080-12-31,4188.244324877683
2081-01-31,4163.924964563172
2081-02-28,4201.366187625477
2081-03-31,4236.770781833372
2081-04-30,4245.3285138371175
2081-05-31,4304.381813120833
2081-06-30,4384.565511747441
2081-07-31,4369.129346461574
2081-08-31,4271.042883218378
2081-09-30,4221.599826699554
2081-10-31,4155.128311110754
2081-11-30,4207.728729397285
2081-12-31,4219.38321205348
2082-01-31,4195.063851738969
2082-02-28,4232.505074801274
2082-03-31,4267.909669009168
2082-04-30,4276.467401012915
2082-05-31,4335.52070029663
2082-06-30,4415.704398923237
2082-07-31,4400.26823363737
2082-08-31,4302.181770394174
2082-09-30,4252.738713875351
2082-10-31,4186.267198286551
2082-11-30,4238.867616573081
2082-12-31,4250.522099229276
2083-01-31,4226.202738914765
2083-02-28,4263.643961977071
2083-03-31,4299.0485561849655
2083-04-30,4307.606288188711
2083-05-31,4366.659587472426
2083-06-30,4446.843286099034
2083-07-31,4431.407120813167
2083-08-31,4333.320657569971
2083-09-30,4283.877601051147
2083-10-31,4217.406085462348
2083-11-30,4270.0065037488785
2083-12-31,4281.660986405073
2084-01-31,4257.341626090562
2084-02-29,4294.782849152867
2084-03-31,4330.187443360762
2084-04-30,4338.745175364508
2084-05-31,4397.798474648223
2084-06-30,4477.9821732748305
2084-07-31,4462.5460079889635
2084-08-31,4364.459544745768
2084-09-30,4315.016488226945
2084-10-31,4248.544972638145
2084-11-30,4301.145390924675
2084-12-31,4312.79987358087
2085-01-31,4288.480513266359
2085-02-28,4325.921736328664
2085-03-31,4361.326330536559
2085-04-30,4369.8840625403045
2085-05-31,4428.93736182402
2085-06-30,4509.121060450628
2085-07-31,4493.684895164761
2085-08-31,4395.598431921565
2085-09-30,4346.155375402741
2085-10-31,4279.683859813941
2085-11-30,4332.284278100472
2085-12-31,4343.938760756667
2086-01-31,4319.619400442156
2086-02-28,4357.060623504461
2086-03-31,4392.465217712355
2086-04-30,4401.022949716102
2086-05-31,4460.076248999817
2086-06-30,4540.259947626425
2086-07-31,4524.823782340557
2086-08-31,4426.737319097361
2086-09-30,4377.294262578538
2086-10-31,4310.822746989738
2086-11-30,4363.423165276268
2086-12-31,4375.077647932463
2087-01-31,4350.758287617952
2087-02-28,4388.199510680258
2087-03-31,4423.6041048881525
2087-04-30,4432.161836891898
2087-05-31,4491.215136175613
2087-06-30,4571.398834802221
2087-07-31,4555.962669516354
2087-08-31,4457.8762062731585
2087-09-30,4408.433149754334
2087-10-31,4341.961634165535
2087-11-30,4394.5620524520655
2087-12-31,4406.21653510826
2088-01-31,4381.897174793749
2088-02-29,4419.338397856054
2088-03-31,4454.742992063949
2088-04-30,4463.300724067695
2088-05-31,4522.35402335141
2088-06-30,4602.537721978018
2088-07-31,4587.101556692151
2088-08-31,4489.015093448955
2088-09-30,4439.572036930132
2088-10-31,4373.100521341332
2088-11-30,4425.700939627862
2088-12-31,4437.355422284057
2089-01-31,4413.036061969546
2089-02-28,4450.477285031851
2089-03-31,4485.881879239746
2089-04-30,4494.4396112434915
2089-05-31,4553.492910527207
2089-06-30,4633.676609153815
2089-07-31,4618.240443867948
2089-08-31,4520.153980624752
2089-09-30,4470.710924105928
2089-10-31,4404.239408517128
2089-11-30,4456.839826803659
2089-12-31,4468.494309459854
2090-01-31,4444.174949145343
2090-02-28,4481.616172207648
2090-03-31,4517.020766415542
2090-04-30,4525.578498419289
2090-05-31,4584.631797703004
2090-06-30,4664.815496329612
2090-07-31,4649.379331043744
2090-08-31,4551.292867800548
2090-09-30,4501.849811281725
2090-10-31,4435.378295692925
2090-11-30,4487.978713979456
2090-12-31,4499.63319663565
2091-01-31,4475.313836321139
2091-02-28,4512.755059383445
2091-03-31,4548.1596535913395
2091-04-30,4556.717385595085
2091-05-31,4615.7706848788
2091-06-30,4695.954383505408
2091-07-31,4680.518218219541
2091-08-31,4582.4317549763455
2091-09-30,4532.988698457521
2091-10-31,4466.517182868722
2091-11-30,4519.1176011552525
2091-12-31,4530.772083811447
2092-01-31,4506.452723496936
2092-02-29,4543.893946559241
2092-03-31,4579.298540767136
2092-04-30,4587.856272770882
2092-05-31,4646.909572054597
2092-06-30,4727.093270681205
2092-07-31,4711.657105395338
2092-08-31,4613.570642152142
2092-09-30,4564.127585633319
2092-10-31,4497.656070044518
2092-11-30,4550.256488331049
2092-12-31,4561.910970987244
2093-01-31,4537.591610672733
2093-02-28,4575.032833735038
2093-03-31,4610.437427942932
2093-04-30,4618.9951599466785
2093-05-31,4678.048459230394
2093-06-30,4758.232157857002
2093-07-31,4742.795992571135
2093-08-31,4644.709529327938
2093-09-30,4595.266472809115
2093-10-31,4528.794957220315
2093-11-30,4581.395375506846
2093-12-31,4593.049858163041
2094-01-31,4568.730497848529
2094-02-28,4606.171720910835
2094-03-31,4641.576315118729
2094-04-30,4650.134047122476
2094-05-31,4709.187346406191
2094-06-30,4789.371045032798
2094-07-31,4773.934879746931
2094-08-31,4675.848416503735
2094-09-30,4626.405359984912
2094-10-31,4559.933844396112
2094-11-30,4612.534262682642
2094-12-31,4624.188745338837
2095-01-31,4599.869385024326
2095-02-28,4637.310608086632
2095-03-31,4672.715202294526
2095-04-30,4681.272934298272
2095-05-31,4740.326233581987
2095-06-30,4820.509932208595
2095-07-31,4805.073766922728
2095-08-31,4706.987303679532
2095-09-30,4657.544247160708
2095-10-31,4591.072731571909
2095-11-30,4643.6731498584395
2095-12-31,4655.327632514634
2096-01-31,4631.0082722001225
2096-02-29,4668.449495262428
2096-03-31,4703.854089470323
2096-04-30,4712.411821474069
2096-05-31,4771.4651207577845
2096-06-30,4851.648819384392
2096-07-31,4836.212654098525
2096-08-31,4738.126190855329
2096-09-30,4688.683134336506
2096-10-31,4622.211618747706
2096-11-30,4674.812037034236
2096-12-31,4686.466519690431
2097-01-31,4662.14715937592
2097-02-28,4699.588382438225
2097-03-31,4734.992976646119
2097-04-30,4743.550708649866
2097-05-31,4802.604007933581
2097-06-30,4882.787706560189
2097-07-31,4867.351541274322
2097-08-31,4769.265078031125
2097-09-30,4719.822021512302
2097-10-31,4653.350505923502
2097-11-30,4705.950924210033
2097-12-31,4717.605406866228
2098-01-31,4693.286046551716
2098-02-28,4730.727269614022
2098-03-31,4766.131863821916
2098-04-30,4774.689595825663
2098-05-31,4833.742895109378
2098-06-30,4913.926593735985
2098-07-31,4898.490428450118
2098-08-31,4800.403965206922
2098-09-30,4750.960908688099
2098-10-31,4684.489393099299
2098-11-30,4737.089811385829
2098-12-31,4748.744294042024
2099-01-31,4724.424933727513
2099-02-28,4761.866156789819
2099-03-31,4797.270750997714
2099-04-30,4805.828483001459
2099-05-31,4864.881782285174
2099-06-30,4945.065480911782
2099-07-31,4929.629315625915
2099-08-31,4831.542852382719
2099-09-30,4782.099795863895
2099-10-31,4715.628280275096
2099-11-30,4768.2286985616265
2099-12-31,4779.883181217821
2100-01-31,4755.5638209033095
2100-02-28,4793.005043965615
2100-03-31,4828.40963817351
2100-04-30,4836.967370177256
2100-05-31,4896.0206694609715
2100-06-30,4976.204368087579
2100-07-31,4960.768202801712
2100-08-31,4862.681739558516
2100-09-30,4813.238683039693
2100-10-31,4746.767167450893
2100-11-30,4799.367585737423
2100-12-31,4811.022068393618
2101-01-31,4786.702708079107
2101-02-28,4824.143931141412
2101-03-31,4859.548525349307
2101-04-30,4868.106257353053
2101-05-31,4927.159556636768
2101-06-30,5007.343255263376
2101-07-31,4991.907089977509
2101-08-31,4893.820626734312
2101-09-30,4844.377570215489
2101-10-31,4777.906054626689
2101-11-30,4830.50647291322
2101-12-31,4842.160955569415
2102-01-31,4817.841595254903
2102-02-28,4855.282818317209
2102-03-31,4890.687412525103
2102-04-30,4899.24514452885
2102-05-31,4958.298443812565
2102-06-30,5038.482142439172
2102-07-31,5023.045977153305
2102-08-31,4924.959513910109
2102-09-30,4875.516457391286
2102-10-31,4809.044941802486
2102-11-30,4861.645360089016
2102-12-31,4873.299842745211
2103-01-31,4848.9804824307
2103-02-28,4886.421705493006
2103-03-31,4921.826299700901
